-1	3.236067977	-1.618033989
0	3.236067977	0
1	3.236067977	1.618033989
1.618033989	2.236067977	0
-3.236067977	3.618033989	1
-2.618033989	2.618033989	-0.618033989
-1.618033989	2.618033989	1
-0.618033989	2.618033989	2.618033989
0	1.618033989	1
1	1.618033989	2.618033989
2	1.618033989	4.236067977
2.618033989	0.618033989	2.618033989
-1.618033989	1	2
1	0	3.618033989
1.618033989	-1	2
2.618033989	-1	3.618033989
-2.618033989	4.236067977	1.618033989
-1	3.236067977	1.618033989
0	3.236067977	3.236067977
-4.236067977	3.618033989	2.618033989
-3.618033989	2.618033989	1
-2.618033989	2.618033989	2.618033989
-1.618033989	2.618033989	4.236067977
-2	1.618033989	1
-1	1.618033989	2.618033989
0	1.618033989	4.236067977
1	1.618033989	5.854101966
0.618033989	0.618033989	2.618033989
1.618033989	0.618033989	4.236067977
-2.618033989	1	3.618033989
-1	0	3.618033989
0	0	5.236067977
-3.618033989	2.618033989	4.236067977
-2	1.618033989	4.236067977
-1	1.618033989	5.854101966
-1.618033989	5.854101966	1
0	4.854101966	1
-1.618033989	4.236067977	2
1	3.236067977	3.618033989
-2.618033989	4.236067977	3.618033989
-1	3.236067977	3.618033989
0	3.236067977	5.236067977
2.618033989	1	-3.618033989
1.618033989	-0.618033989	-4.236067977
2.618033989	-0.618033989	-2.618033989
4.236067977	-1.618033989	-2.618033989
1.618033989	1	-2
0.618033989	-0.618033989	-2.618033989
2.618033989	-0.618033989	0.618033989
3.236067977	-1.618033989	-1
4.236067977	-1.618033989	0.618033989
1.618033989	-2.236067977	0
3.236067977	-3.236067977	0
3.618033989	2.618033989	-4.236067977
3.618033989	1	-3.236067977
5.236067977	0	-3.236067977
2.618033989	4.236067977	-3.618033989
1	3.618033989	-2.618033989
1.618033989	2.618033989	-4.236067977
2.618033989	2.618033989	-2.618033989
3.618033989	2.618033989	-1
4.236067977	1.618033989	-2.618033989
1	2	-1.618033989
1.618033989	1	-3.236067977
2.618033989	1	-1.618033989
3.618033989	1	0
3.236067977	0	-3.236067977
4.236067977	0	-1.618033989
5.236067977	0	0
5.854101966	-1	-1.618033989
2.618033989	-0.618033989	-0.618033989
4.236067977	-1.618033989	-0.618033989
1.618033989	4.236067977	-2
-1	3.618033989	-2.618033989
0	3.618033989	-1
0.618033989	2.618033989	-2.618033989
1.618033989	2.618033989	-1
2.618033989	2.618033989	0.618033989
3.236067977	1.618033989	-1
4.236067977	1.618033989	0.618033989
-1	2	-1.618033989
1	2	1.618033989
1.618033989	1	0
2.618033989	1	1.618033989
3.618033989	1	3.236067977
2.236067977	0	-1.618033989
3.236067977	0	0
4.236067977	0	1.618033989
5.236067977	0	3.236067977
4.854101966	-1	0
5.854101966	-1	1.618033989
2.618033989	-0.618033989	2.618033989
3.236067977	-1.618033989	1
4.236067977	-1.618033989	2.618033989
0.618033989	2.618033989	0.618033989
-1	2	1.618033989
1.618033989	1	3.236067977
2.236067977	0	1.618033989
3.236067977	0	3.236067977
0.618033989	-0.618033989	2.618033989
1.618033989	-0.618033989	4.236067977
2.618033989	4.236067977	-1.618033989
2.618033989	2.618033989	-0.618033989
3.618033989	2.618033989	1
4.236067977	1.618033989	-0.618033989
1.618033989	5.854101966	-1
0	5.236067977	0
0.618033989	4.236067977	-1.618033989
1.618033989	4.236067977	0
2.618033989	4.236067977	1.618033989
3.236067977	3.236067977	0
0	3.618033989	1
1	3.618033989	2.618033989
0.618033989	2.618033989	-0.618033989
1.618033989	2.618033989	1
2.618033989	2.618033989	2.618033989
3.618033989	2.618033989	4.236067977
3.236067977	1.618033989	1
4.236067977	1.618033989	2.618033989
1.618033989	1	2
2.618033989	1	3.618033989
0.618033989	4.236067977	1.618033989
-1	3.618033989	2.618033989
0.618033989	2.618033989	2.618033989
1.618033989	2.618033989	4.236067977
1.618033989	5.854101966	1
1.618033989	4.236067977	2
2.618033989	4.236067977	3.618033989
4.236067977	3.618033989	-2.618033989
4.236067977	2	-1.618033989
5.854101966	1	-1.618033989
3.236067977	3.618033989	-1
4.236067977	2	1.618033989
4.854101966	1	0
5.854101966	1	1.618033989
3.236067977	5.236067977	0
-4.236067977	-3.618033989	-2.618033989
-3.236067977	-3.618033989	-1
-3.236067977	-5.236067977	0
-5.854101966	-1	-1.618033989
-4.854101966	-1	0
-4.236067977	-2	-1.618033989
-3.236067977	-3.618033989	1
-5.854101966	-1	1.618033989
-4.236067977	-2	1.618033989
-4.236067977	-3.618033989	2.618033989
-2.618033989	-4.236067977	-3.618033989
-1.618033989	-4.236067977	-2
-1.618033989	-5.854101966	-1
-1.618033989	-2.618033989	-4.236067977
-0.618033989	-2.618033989	-2.618033989
1	-3.618033989	-2.618033989
-0.618033989	-4.236067977	-1.618033989
-2.618033989	-1	-3.618033989
-1.618033989	-1	-2
-4.236067977	-1.618033989	-2.618033989
-3.236067977	-1.618033989	-1
-3.618033989	-2.618033989	-4.236067977
-2.618033989	-2.618033989	-2.618033989
-1.618033989	-2.618033989	-1
-0.618033989	-2.618033989	0.618033989
-1	-3.618033989	-2.618033989
0	-3.618033989	-1
-3.236067977	-3.236067977	0
-2.618033989	-4.236067977	-1.618033989
-1.618033989	-4.236067977	0
-0.618033989	-4.236067977	1.618033989
0	-5.236067977	0
-1.618033989	-5.854101966	1
-4.236067977	-1.618033989	0.618033989
-3.618033989	-2.618033989	-1
-2.618033989	-2.618033989	0.618033989
-2.618033989	-4.236067977	1.618033989
-1.618033989	0.618033989	-4.236067977
-0.618033989	0.618033989	-2.618033989
-3.236067977	0	-3.236067977
-2.236067977	0	-1.618033989
-1.618033989	-1	-3.236067977
1	-2	-1.618033989
-0.618033989	-2.618033989	-0.618033989
-4.236067977	1.618033989	-2.618033989
-3.236067977	1.618033989	-1
-2.618033989	0.618033989	-2.618033989
-5.854101966	1	-1.618033989
-4.854101966	1	0
-5.236067977	0	-3.236067977
-4.236067977	0	-1.618033989
-3.236067977	0	0
-2.236067977	0	1.618033989
-3.618033989	-1	-3.236067977
-2.618033989	-1	-1.618033989
